"Table","TableOffset","NumEntries","Entry","Addr","Function","Owner","Hostname","Investigated"
"SSDT[0]","1.84467E+19","1226","220","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","221","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","222","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","223","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","224","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","225","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","226","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","227","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","228","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","229","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","230","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","231","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","232","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","233","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","234","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","235","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","236","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","237","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","238","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","239","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","240","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","241","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","242","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","243","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","244","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","245","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","246","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","247","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","248","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","249","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","250","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","251","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","252","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","253","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","254","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","255","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","256","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","257","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","258","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","259","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","260","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","261","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","262","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","263","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","264","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","265","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","266","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","267","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","268","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","269","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","270","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","271","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","272","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","273","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","274","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","275","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","276","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","277","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","278","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","279","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","280","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","281","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","282","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","283","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","284","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","285","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","286","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","287","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","288","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","289","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","290","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","291","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","292","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","293","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","294","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","295","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","296","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","297","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","298","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","299","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","300","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","301","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","302","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","303","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","304","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","305","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","306","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","307","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","308","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","309","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","310","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","311","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","312","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","313","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","314","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","315","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","316","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","317","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","318","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","319","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","320","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","321","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","322","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","323","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","324","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","325","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","326","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","327","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","328","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","329","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","330","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","331","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","332","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","333","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","334","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","335","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","336","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","337","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","338","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","339","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","340","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","341","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","342","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","343","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","344","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","345","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","346","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","347","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","348","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","349","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","350","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","351","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","352","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","353","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","354","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","355","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","356","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","357","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","358","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","359","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","360","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","361","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","362","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","363","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","364","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","365","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","366","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","367","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","368","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","369","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","370","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","371","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","372","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","373","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","374","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","375","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","376","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","377","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","378","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","379","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","380","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","381","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","382","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","383","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","384","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","385","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","386","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","387","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","388","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","389","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","390","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","391","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","392","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","393","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","394","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","395","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","396","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","397","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","398","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","399","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","400","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","401","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","402","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","403","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","404","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","405","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","406","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","407","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","408","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","409","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","410","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","411","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","412","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","413","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","414","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","415","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","416","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","417","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","418","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","419","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","420","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","421","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","422","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","423","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","424","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","425","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","426","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","427","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","428","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","429","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","430","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","431","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","432","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","433","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","434","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","435","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","436","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","437","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","438","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","439","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
"SSDT[0]","1.84467E+19","1226","440","1.84467E+19","UNKNOWN","win32k.sys","DESKTOP-NBVE6KH","false"
