[x64] Gathering all referenced SSDTs from KeAddSystemServiceTable...
Finding appropriate address space for tables...
SSDT[0] at ffff853f51bf0000 with 1138 entries
  Entry 0x0000: 0xffff853f51bc19e6 (stub_UserGetOwnerTransformedMonitorRect) owned by win32k.sys
  Entry 0x0001: 0xffff853f51bc19ec (stub_UserYieldTask) owned by win32k.sys
  Entry 0x0002: 0xffff853f51bc19f2 (stub_UserSetSensorPresence) owned by win32k.sys
  Entry 0x0003: 0xffff853f51bc19f8 (NtUserGetThreadState) owned by win32k.sys
  Entry 0x0004: 0xffff853f51bc19fe (NtUserPeekMessage) owned by win32k.sys
  Entry 0x0005: 0xffff853f51bc1a04 (NtUserCallOneParam) owned by win32k.sys
  Entry 0x0006: 0xffff853f51bc1a0a (NtUserGetKeyState) owned by win32k.sys
  Entry 0x0007: 0xffff853f51bc1a10 (NtUserInvalidateRect) owned by win32k.sys
  Entry 0x0008: 0xffff853f51bc1a16 (NtUserCallNoParam) owned by win32k.sys
  Entry 0x0009: 0xffff853f51bc1a1c (NtUserGetMessage) owned by win32k.sys
  Entry 0x000a: 0xffff853f51bc1a22 (NtUserMessageCall) owned by win32k.sys
  Entry 0x000b: 0xffff853f51bc1a28 (NtGdiBitBlt) owned by win32k.sys
  Entry 0x000c: 0xffff853f51bc1a2e (NtGdiGetCharSet) owned by win32k.sys
  Entry 0x000d: 0xffff853f51bc1a34 (NtUserGetDC) owned by win32k.sys
  Entry 0x000e: 0xffff853f51bc1a3a (NtGdiSelectBitmap) owned by win32k.sys
  Entry 0x000f: 0xffff853f51bc1a40 (NtUserWaitMessage) owned by win32k.sys
  Entry 0x0010: 0xffff853f51bc1a46 (NtUserTranslateMessage) owned by win32k.sys
  Entry 0x0011: 0xffff853f51bc1a4c (NtUserGetProp) owned by win32k.sys
  Entry 0x0012: 0xffff853f51bc1a52 (NtUserPostMessage) owned by win32k.sys
  Entry 0x0013: 0xffff853f51bc1a58 (NtUserQueryWindow) owned by win32k.sys
  Entry 0x0014: 0xffff853f51bc1a5e (stub_UserTranslateAccelerator) owned by win32k.sys
  Entry 0x0015: 0xffff853f51bc1a64 (NtGdiFlush) owned by win32k.sys
  Entry 0x0016: 0xffff853f51bc1a6a (NtUserRedrawWindow) owned by win32k.sys
  Entry 0x0017: 0xffff853f51bc1a70 (NtUserWindowFromPoint) owned by win32k.sys
  Entry 0x0018: 0xffff853f51bc1a76 (NtUserCallMsgFilter) owned by win32k.sys
