Offset(P)          Name                    PID pslist psscan thrdproc pspcid csrss session deskthrd ExitTime
------------------ -------------------- ------ ------ ------ -------- ------ ----- ------- -------- --------
0x00000000404d4080 wsmprovhost.ex         2228 True   True   True     True   True  True    True     
0x0000000138b90080 lsass.exe               568 True   True   True     True   True  True    True     
0x000000012e425900 msdtc.exe              2944 True   True   True     True   True  True    True     
0x000000011167d900 svchost.exe            1576 True   True   True     True   True  True    True     
0x0000000008180900 taskhostex.exe         3716 True   True   True     True   True  True    True     
0x00000000410780c0 conhost.exe            3076 True   True   True     True   True  True    True     
0x000000013307c900 svchost.exe            2564 True   True   True     True   True  True    True     
0x0000000112544900 dfsrs.exe              1540 True   True   True     True   True  True    True     
0x0000000133d290c0 powershell_ise         3588 True   True   True     True   True  True    True     
0x0000000012460900 powershell.exe         1536 True   True   True     True   True  True    True     
0x000000002caa7900 conhost.exe            2088 True   True   True     True   True  True    True     
0x0000000134289080 svchost.exe             764 True   True   True     True   True  True    True     
0x000000012e5e80c0 Microsoft.Acti         2880 True   True   True     True   True  True    True     
0x000000010b444900 svchost.exe            1052 True   True   True     True   True  True    True     
0x000000010ea65900 dns.exe                1596 True   True   True     True   True  True    True     
0x000000010f986900 ismserv.exe            1628 True   True   True     True   True  True    False    
0x00000000112dd680 rdpclip.exe            2572 True   True   True     True   True  True    True     
0x00000001065c8900 wininit.exe             464 True   True   True     True   True  True    True     
0x0000000040af30c0 DumpIt.exe             3880 True   True   True     True   True  True    True     
0x00000001250b90c0 Sysmon64.exe           2040 True   True   True     True   True  True    True     
0x00000001251913c0 dfssvc.exe             1780 True   True   True     True   True  True    False    
0x000000012baa9900 vds.exe                2516 True   True   True     True   True  True    True     
0x000000013430a900 vmacthlp.exe            936 True   True   True     True   True  True    True     
0x00000001330a74c0 WmiPrvSE.exe           2672 True   True   True     True   True  True    True     
0x0000000125acb900 svchost.exe            2584 True   True   True     True   True  True    False    
0x0000000134357500 svchost.exe             408 True   True   True     True   True  True    True     
0x00000000080e9900 LogonUI.exe            2760 True   True   True     True   True  True    True     
0x0000000134322080 dwm.exe                 908 True   True   True     True   True  True    True     
0x000000013426d900 winlogon.exe           2952 True   True   True     True   True  True    True     
0x0000000122ac3080 svchost.exe            2500 True   True   True     True   True  True    True     
0x000000013424e900 svchost.exe             360 True   True   True     True   True  True    True     
0x0000000012574900 jusched.exe             260 True   True   True     True   True  True    True     
0x000000010bca16c0 spoolsv.exe            1412 True   True   True     True   True  True    True     
0x0000000133087740 conhost.exe            3496 True   True   True     True   True  True    True     
0x00000001150d0900 vmtoolsd.exe            652 True   True   True     True   True  True    True     
0x00000001342b3800 svchost.exe             808 True   True   True     True   True  True    False    
0x000000001122a0c0 dwm.exe                3480 True   True   True     True   True  True    True     
0x000000012e532900 unsecapp.exe           1364 True   True   True     True   True  True    True     
0x0000000134269900 services.exe            560 True   True   True     True   True  True    False    
0x000000013438a900 svchost.exe             628 True   True   True     True   True  True    True     
0x0000000138bca080 winlogon.exe            492 True   True   True     True   True  True    True     
0x000000012e555900 explorer.exe            868 True   True   True     True   True  True    True     
0x0000000017892780 powershell.exe         3684 True   True   True     True   True  True    True     
0x000000012d74c080 dllhost.exe            2736 True   True   True     True   True  True    True     
0x00000001008d7900 svchost.exe            1000 True   True   True     True   True  True    True     
0x0000000133369400 csrss.exe               456 True   True   True     True   False True    True     
0x0000000011237080 csrss.exe              3060 True   True   True     True   False True    True     
0x0000000138a89080 csrss.exe               392 True   True   True     True   False True    True     
0x00000000404d2900 TSTheme.exe            1748 True   True   False    True   False True    False    2019-09-18 15:09:29 UTC+0000
0x0000000133a04280 smss.exe                296 True   True   True     True   False False   False    
0x000000013cc3f040 System                    4 True   True   True     True   False False   False    
