Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x11e89ea10        TCPv4    127.0.0.1:59008                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11e8d6010        TCPv4    127.0.0.1:64558                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11e8d66a0        TCPv4    127.0.0.1:65105                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ea24cf0        TCPv4    127.0.0.1:49998                127.0.0.1:64351      ESTABLISHED      1496     java.exe       
0x11ead29b0        TCPv4    127.0.0.1:49998                127.0.0.1:59663      ESTABLISHED      1496     java.exe       
0x11eb61940        TCPv4    127.0.0.1:49998                127.0.0.1:63642      ESTABLISHED      1496     java.exe       
0x11eb61cf0        TCPv4    127.0.0.1:63741                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11eb707f0        TCPv4    127.0.0.1:58163                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11eb70cf0        TCPv4    127.0.0.1:49998                127.0.0.1:58191      ESTABLISHED      1496     java.exe       
0x11eba4740        TCPv4    127.0.0.1:51475                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ebf0420        TCPv4    127.0.0.1:50360                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ed1f010        TCPv4    127.0.0.1:49998                127.0.0.1:62203      ESTABLISHED      1496     java.exe       
0x11ed3ccf0        TCPv4    127.0.0.1:58710                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ed7d480        TCPv4    127.0.0.1:49998                127.0.0.1:56870      ESTABLISHED      1496     java.exe       
0x11ed7dcf0        TCPv4    127.0.0.1:49998                127.0.0.1:57950      ESTABLISHED      1496     java.exe       
0x11edd9940        TCPv4    127.0.0.1:59380                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ee22010        TCPv4    127.0.0.1:49998                127.0.0.1:54710      ESTABLISHED      1496     java.exe       
0x11ee22690        TCPv4    127.0.0.1:54744                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ee229b0        TCPv4    127.0.0.1:49998                127.0.0.1:54661      ESTABLISHED      1496     java.exe       
0x11ee75010        TCPv4    127.0.0.1:49998                127.0.0.1:55952      ESTABLISHED      1496     java.exe       
0x11ee8c010        TCPv4    127.0.0.1:55299                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11eeda810        TCPv4    127.0.0.1:55190                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11eedacf0        TCPv4    127.0.0.1:54874                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ef24590        TCPv4    127.0.0.1:49998                127.0.0.1:64345      ESTABLISHED      1496     java.exe       
0x11ef5e7e0        TCPv4    127.0.0.1:55174                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ef5ecf0        TCPv4    127.0.0.1:55495                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11efa6550        TCPv4    127.0.0.1:54990                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f037930        TCPv4    127.0.0.1:49998                127.0.0.1:57926      ESTABLISHED      1496     java.exe       
0x11f0c6a10        TCPv4    127.0.0.1:49998                127.0.0.1:49499      ESTABLISHED      1496     java.exe       
0x11f0dbcf0        TCPv4    127.0.0.1:55739                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f119010        TCPv4    127.0.0.1:64962                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f119a50        TCPv4    127.0.0.1:49998                127.0.0.1:63891      ESTABLISHED      1496     java.exe       
0x11f1506e0        TCPv4    127.0.0.1:62204                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f150cf0        TCPv4    127.0.0.1:62481                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f200770        TCPv4    127.0.0.1:50189                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f20f690        TCPv4    127.0.0.1:49998                127.0.0.1:62492      ESTABLISHED      1496     java.exe       
0x11f20f9b0        TCPv4    127.0.0.1:62466                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f214590        TCPv4    127.0.0.1:51458                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f214940        TCPv4    127.0.0.1:51846                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f214cf0        TCPv4    127.0.0.1:51263                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f23c9b0        TCPv4    127.0.0.1:62262                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f273520        TCPv4    127.0.0.1:65338                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f292330        TCPv4    127.0.0.1:49998                127.0.0.1:63637      ESTABLISHED      1496     java.exe       
0x11f2a1a50        TCPv4    127.0.0.1:49998                127.0.0.1:52194      ESTABLISHED      1496     java.exe       
0x11f33b010        TCPv4    127.0.0.1:61823                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f365010        TCPv4    127.0.0.1:59206                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f3afcf0        TCPv4    127.0.0.1:49998                127.0.0.1:57707      ESTABLISHED      1496     java.exe       
0x11f40b010        TCPv4    127.0.0.1:52843                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f4322b0        TCPv4    127.0.0.1:58654                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f4937e0        TCPv4    127.0.0.1:49998                127.0.0.1:56368      ESTABLISHED      1496     java.exe       
0x11f4a0cf0        TCPv4    127.0.0.1:49998                127.0.0.1:64763      ESTABLISHED      1496     java.exe       
0x11f508cf0        TCPv4    127.0.0.1:64145                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f5406e0        TCPv4    127.0.0.1:62276                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f540cf0        TCPv4    127.0.0.1:62085                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f5575e0        TCPv4    127.0.0.1:49998                127.0.0.1:53082      ESTABLISHED      1496     java.exe       
0x11f5c83b0        TCPv4    127.0.0.1:58076                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f5c8b10        TCPv4    127.0.0.1:58526                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f5ec8d0        TCPv4    127.0.0.1:50712                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f5f1cf0        TCPv4    127.0.0.1:60019                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f6096e0        TCPv4    127.0.0.1:63073                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f7977e0        TCPv4    127.0.0.1:49998                127.0.0.1:58188      ESTABLISHED      1496     java.exe       
0x11f817010        TCPv4    127.0.0.1:49998                127.0.0.1:63116      ESTABLISHED      1496     java.exe       
0x11f827010        TCPv4    127.0.0.1:62335                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f8278a0        TCPv4    127.0.0.1:49998                127.0.0.1:61500      ESTABLISHED      1496     java.exe       
0x11f827cf0        TCPv4    127.0.0.1:49998                127.0.0.1:62420      ESTABLISHED      1496     java.exe       
0x11f874a50        TCPv4    127.0.0.1:58443                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f8940d0        TCPv4    127.0.0.1:56076                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f894780        TCPv4    127.0.0.1:49998                127.0.0.1:57254      ESTABLISHED      1496     java.exe       
0x11f894cf0        TCPv4    127.0.0.1:57208                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f8f3cf0        TCPv4    127.0.0.1:63418                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f91e2e0        TCPv4    127.0.0.1:57103                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f9335e0        TCPv4    127.0.0.1:49998                127.0.0.1:55221      ESTABLISHED      1496     java.exe       
0x11f959cf0        TCPv4    127.0.0.1:51936                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f9756e0        TCPv4    127.0.0.1:58618                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f98d4d0        TCPv4    127.0.0.1:49998                127.0.0.1:53465      ESTABLISHED      1496     java.exe       
0x11f98da90        TCPv4    127.0.0.1:52733                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f9d07e0        TCPv4    127.0.0.1:57188                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f9d5710        TCPv4    127.0.0.1:51800                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11f9de710        TCPv4    127.0.0.1:49998                127.0.0.1:64730      ESTABLISHED      1496     java.exe       
0x11f9f0a10        TCPv4    127.0.0.1:49998                127.0.0.1:62026      ESTABLISHED      1496     java.exe       
0x11fa94010        TCPv4    127.0.0.1:49998                127.0.0.1:64037      ESTABLISHED      1496     java.exe       
0x11fa947e0        TCPv4    127.0.0.1:64421                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11faf0590        TCPv4    127.0.0.1:49998                127.0.0.1:50372      ESTABLISHED      1496     java.exe       
0x11faf0cf0        TCPv4    127.0.0.1:49514                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fb3b010        TCPv4    127.0.0.1:51698                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fb5f590        TCPv4    127.0.0.1:51061                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fb6c600        TCPv4    127.0.0.1:49998                127.0.0.1:49691      ESTABLISHED      1496     java.exe       
0x11fc077f0        TCPv4    127.0.0.1:64545                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fc466e0        TCPv4    127.0.0.1:58838                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fc6bcf0        TCPv4    127.0.0.1:49256                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fcbb710        TCPv4    127.0.0.1:49998                127.0.0.1:62430      ESTABLISHED      1496     java.exe       
0x11fcbbcf0        TCPv4    127.0.0.1:49998                127.0.0.1:62153      ESTABLISHED      1496     java.exe       
0x11fce2540        TCPv4    127.0.0.1:53717                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fd45cf0        TCPv4    127.0.0.1:49998                127.0.0.1:50256      ESTABLISHED      1496     java.exe       
0x11fd4ecf0        TCPv4    127.0.0.1:49998                127.0.0.1:54462      ESTABLISHED      1496     java.exe       
0x11fdaf010        TCPv4    127.0.0.1:64779                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fdaf930        TCPv4    127.0.0.1:64410                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fdafcf0        TCPv4    127.0.0.1:49998                127.0.0.1:63988      ESTABLISHED      1496     java.exe       
0x11fdf6cf0        TCPv4    127.0.0.1:52799                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fe747f0        TCPv4    127.0.0.1:51977                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fea9cf0        TCPv4    127.0.0.1:52190                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11febdcf0        TCPv4    127.0.0.1:53918                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11fee22b0        TCPv4    127.0.0.1:49998                127.0.0.1:55621      ESTABLISHED      1496     java.exe       
0x11ff569d0        TCPv4    127.0.0.1:49998                127.0.0.1:49218      ESTABLISHED      1496     java.exe       
0x11ff56cf0        TCPv4    127.0.0.1:49295                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ffc9270        TCPv4    127.0.0.1:61128                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ffd4ae0        TCPv4    127.0.0.1:49998                127.0.0.1:59561      ESTABLISHED      1496     java.exe       
0x11ffe53d0        TCPv4    127.0.0.1:49195                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x11ffeecf0        TCPv4    127.0.0.1:49998                127.0.0.1:49708      ESTABLISHED      1496     java.exe       
0x11fff77b0        TCPv4    127.0.0.1:49998                127.0.0.1:60664      ESTABLISHED      1496     java.exe       
0x12006f940        TCPv4    127.0.0.1:49322                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1200a4590        TCPv4    127.0.0.1:49998                127.0.0.1:55636      ESTABLISHED      1496     java.exe       
0x1200d3cf0        TCPv4    127.0.0.1:53979                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1201c8a60        TCPv4    127.0.0.1:65283                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120200770        TCPv4    127.0.0.1:53488                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120200cf0        TCPv4    127.0.0.1:49998                127.0.0.1:51582      ESTABLISHED      1496     java.exe       
0x120243940        TCPv4    127.0.0.1:65264                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120243cf0        TCPv4    127.0.0.1:64845                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120251010        TCPv4    127.0.0.1:63161                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120254790        TCPv4    127.0.0.1:49998                127.0.0.1:62366      ESTABLISHED      1496     java.exe       
0x120283550        TCPv4    127.0.0.1:56464                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12028c010        TCPv4    127.0.0.1:49998                127.0.0.1:52200      ESTABLISHED      1496     java.exe       
0x12032b010        TCPv4    127.0.0.1:49998                127.0.0.1:57945      ESTABLISHED      1496     java.exe       
0x12038d360        TCPv4    127.0.0.1:49998                127.0.0.1:56701      ESTABLISHED      1496     java.exe       
0x12038d9c0        TCPv4    127.0.0.1:56697                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1203e35e0        TCPv4    127.0.0.1:55307                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1203e3900        TCPv4    127.0.0.1:55031                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120405770        TCPv4    127.0.0.1:49998                127.0.0.1:52040      ESTABLISHED      1496     java.exe       
0x120405cf0        TCPv4    127.0.0.1:49998                127.0.0.1:52224      ESTABLISHED      1496     java.exe       
0x1204170e0        TCPv4    127.0.0.1:49998                127.0.0.1:64423      ESTABLISHED      1496     java.exe       
0x120417400        TCPv4    127.0.0.1:49998                127.0.0.1:64745      ESTABLISHED      1496     java.exe       
0x12041b540        TCPv4    127.0.0.1:49998                127.0.0.1:60858      ESTABLISHED      1496     java.exe       
0x120458cf0        TCPv4    127.0.0.1:49998                127.0.0.1:49270      ESTABLISHED      1496     java.exe       
0x12045f010        TCPv4    127.0.0.1:59537                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12045f480        TCPv4    127.0.0.1:59532                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120496010        TCPv4    127.0.0.1:49998                127.0.0.1:58507      ESTABLISHED      1496     java.exe       
0x1204e3010        TCPv4    127.0.0.1:49998                127.0.0.1:55659      ESTABLISHED      1496     java.exe       
0x1204e3cf0        TCPv4    127.0.0.1:55936                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1204f97c0        TCPv4    127.0.0.1:49998                127.0.0.1:60692      ESTABLISHED      1496     java.exe       
0x1204f9cf0        TCPv4    127.0.0.1:49998                127.0.0.1:59708      ESTABLISHED      1496     java.exe       
0x120540620        TCPv4    127.0.0.1:50576                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1205416a0        TCPv4    127.0.0.1:49998                127.0.0.1:58820      ESTABLISHED      1496     java.exe       
0x12054d590        TCPv4    127.0.0.1:49998                127.0.0.1:57353      ESTABLISHED      1496     java.exe       
0x12054dcf0        TCPv4    127.0.0.1:49998                127.0.0.1:57260      ESTABLISHED      1496     java.exe       
0x1205ee810        TCPv4    127.0.0.1:61178                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120602010        TCPv4    127.0.0.1:49998                127.0.0.1:51706      ESTABLISHED      1496     java.exe       
0x120621010        TCPv4    127.0.0.1:62511                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120696a90        TCPv4    127.0.0.1:65147                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1207496e0        TCPv4    127.0.0.1:49998                127.0.0.1:57577      ESTABLISHED      1496     java.exe       
0x1207966b0        TCPv4    127.0.0.1:56956                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1207decf0        TCPv4    127.0.0.1:49998                127.0.0.1:52643      ESTABLISHED      1496     java.exe       
0x12081a940        TCPv4    127.0.0.1:49998                127.0.0.1:52996      ESTABLISHED      1496     java.exe       
0x12081acf0        TCPv4    127.0.0.1:52670                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120908620        TCPv4    127.0.0.1:49998                127.0.0.1:53365      ESTABLISHED      1496     java.exe       
0x120908cf0        TCPv4    127.0.0.1:49998                127.0.0.1:52948      ESTABLISHED      1496     java.exe       
0x120917970        TCPv4    127.0.0.1:49998                127.0.0.1:50763      ESTABLISHED      1496     java.exe       
0x1209336e0        TCPv4    127.0.0.1:54684                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120954cf0        TCPv4    127.0.0.1:58934                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1209739b0        TCPv4    127.0.0.1:49998                127.0.0.1:53971      ESTABLISHED      1496     java.exe       
0x120a42850        TCPv4    127.0.0.1:51748                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120a807e0        TCPv4    127.0.0.1:54805                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120a87010        TCPv4    127.0.0.1:49998                127.0.0.1:55408      ESTABLISHED      1496     java.exe       
0x120aad010        TCPv4    127.0.0.1:49998                127.0.0.1:54711      ESTABLISHED      1496     java.exe       
0x120b679d0        TCPv4    127.0.0.1:51568                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120b67cf0        TCPv4    127.0.0.1:49998                127.0.0.1:51317      ESTABLISHED      1496     java.exe       
0x120b6aa10        TCPv4    127.0.0.1:49998                127.0.0.1:52202      ESTABLISHED      1496     java.exe       
0x120b7a7e0        TCPv4    127.0.0.1:62495                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120be14d0        TCPv4    127.0.0.1:49998                127.0.0.1:54849      ESTABLISHED      1496     java.exe       
0x120c6d590        TCPv4    127.0.0.1:58332                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120c8bcf0        TCPv4    127.0.0.1:49998                127.0.0.1:59398      ESTABLISHED      1496     java.exe       
0x120cf07f0        TCPv4    127.0.0.1:49998                127.0.0.1:56044      ESTABLISHED      1496     java.exe       
0x120d4e010        TCPv4    127.0.0.1:49998                127.0.0.1:65409      ESTABLISHED      1496     java.exe       
0x120dc1940        TCPv4    127.0.0.1:49802                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120dc1cf0        TCPv4    127.0.0.1:49998                127.0.0.1:49772      ESTABLISHED      1496     java.exe       
0x120dc59d0        TCPv4    127.0.0.1:49998                127.0.0.1:51594      ESTABLISHED      1496     java.exe       
0x120dfea50        TCPv4    127.0.0.1:55417                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120e1ca50        TCPv4    127.0.0.1:49998                127.0.0.1:63984      ESTABLISHED      1496     java.exe       
0x120e3d130        TCPv4    127.0.0.1:62933                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120e3d450        TCPv4    127.0.0.1:49998                127.0.0.1:62893      ESTABLISHED      1496     java.exe       
0x120e6d010        TCPv4    127.0.0.1:49998                127.0.0.1:55401      ESTABLISHED      1496     java.exe       
0x120e76cf0        TCPv4    127.0.0.1:51513                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120e93cf0        TCPv4    127.0.0.1:56423                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120f1a510        TCPv4    127.0.0.1:54169                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120f22cf0        TCPv4    127.0.0.1:54992                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x120f5f590        TCPv4    127.0.0.1:49998                127.0.0.1:51140      ESTABLISHED      1496     java.exe       
0x120fd16e0        TCPv4    127.0.0.1:65282                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1210bf010        TCPv4    127.0.0.1:49998                127.0.0.1:62605      ESTABLISHED      1496     java.exe       
0x121125590        TCPv4    127.0.0.1:49998                127.0.0.1:53479      ESTABLISHED      1496     java.exe       
0x121125940        TCPv4    127.0.0.1:53894                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1211b6cf0        TCPv4    127.0.0.1:49998                127.0.0.1:57978      ESTABLISHED      1496     java.exe       
0x1211f7cf0        TCPv4    127.0.0.1:49998                127.0.0.1:49213      ESTABLISHED      1496     java.exe       
0x12121dcf0        TCPv4    127.0.0.1:64178                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12127a430        TCPv4    127.0.0.1:61892                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1212bd9d0        TCPv4    127.0.0.1:49998                127.0.0.1:51097      ESTABLISHED      1496     java.exe       
0x1212bdcf0        TCPv4    127.0.0.1:65399                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1213193e0        TCPv4    127.0.0.1:49998                127.0.0.1:53461      ESTABLISHED      1496     java.exe       
0x121319710        TCPv4    127.0.0.1:53468                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1213e8480        TCPv4    127.0.0.1:49914                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1214022b0        TCPv4    127.0.0.1:49998                127.0.0.1:65092      ESTABLISHED      1496     java.exe       
0x12144f440        TCPv4    127.0.0.1:49998                127.0.0.1:57560      ESTABLISHED      1496     java.exe       
0x1214549b0        TCPv4    127.0.0.1:64293                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121484010        TCPv4    127.0.0.1:49998                127.0.0.1:55160      ESTABLISHED      1496     java.exe       
0x121484330        TCPv4    127.0.0.1:49998                127.0.0.1:54378      ESTABLISHED      1496     java.exe       
0x121484cf0        TCPv4    127.0.0.1:54636                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12155acf0        TCPv4    127.0.0.1:49998                127.0.0.1:61594      ESTABLISHED      1496     java.exe       
0x1215739c0        TCPv4    127.0.0.1:56461                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12164d500        TCPv4    127.0.0.1:51636                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1216600a0        TCPv4    127.0.0.1:50802                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1216609d0        TCPv4    127.0.0.1:49998                127.0.0.1:50582      ESTABLISHED      1496     java.exe       
0x121660cf0        TCPv4    127.0.0.1:49998                127.0.0.1:50592      ESTABLISHED      1496     java.exe       
0x1216c3cf0        TCPv4    127.0.0.1:51358                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1216d9010        TCPv4    127.0.0.1:49998                127.0.0.1:56415      ESTABLISHED      1496     java.exe       
0x1216e2880        TCPv4    127.0.0.1:50231                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12173d960        TCPv4    127.0.0.1:49998                127.0.0.1:49610      ESTABLISHED      1496     java.exe       
0x12175c9b0        TCPv4    127.0.0.1:49998                127.0.0.1:50662      ESTABLISHED      1496     java.exe       
0x1217c5cf0        TCPv4    127.0.0.1:49998                127.0.0.1:64622      ESTABLISHED      1496     java.exe       
0x1217decf0        TCPv4    127.0.0.1:64608                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12182f260        TCPv4    127.0.0.1:58424                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12182f580        TCPv4    127.0.0.1:49998                127.0.0.1:56400      ESTABLISHED      1496     java.exe       
0x121838670        TCPv4    127.0.0.1:49998                127.0.0.1:60176      ESTABLISHED      1496     java.exe       
0x12183acf0        TCPv4    127.0.0.1:49998                127.0.0.1:51151      ESTABLISHED      1496     java.exe       
0x121853a50        TCPv4    127.0.0.1:50317                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12186f6c0        TCPv4    127.0.0.1:49998                127.0.0.1:61320      ESTABLISHED      1496     java.exe       
0x12187f480        TCPv4    127.0.0.1:49998                127.0.0.1:52901      ESTABLISHED      1496     java.exe       
0x1218f4540        TCPv4    127.0.0.1:49998                127.0.0.1:56618      ESTABLISHED      1496     java.exe       
0x121952cf0        TCPv4    127.0.0.1:50553                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12199b2a0        TCPv4    127.0.0.1:54645                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121b6fcf0        TCPv4    127.0.0.1:60014                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121bb37e0        TCPv4    127.0.0.1:49998                127.0.0.1:56420      ESTABLISHED      1496     java.exe       
0x121be91f0        TCPv4    127.0.0.1:49998                127.0.0.1:62262      ESTABLISHED      1496     java.exe       
0x121be99d0        TCPv4    127.0.0.1:49998                127.0.0.1:62443      ESTABLISHED      1496     java.exe       
0x121c2e010        TCPv4    127.0.0.1:49439                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121cf5490        TCPv4    127.0.0.1:53670                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121cfa6e0        TCPv4    127.0.0.1:60263                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121cfacf0        TCPv4    127.0.0.1:60040                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121d10010        TCPv4    127.0.0.1:49998                127.0.0.1:52225      ESTABLISHED      1496     java.exe       
0x121d104a0        TCPv4    127.0.0.1:52661                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121d8b010        TCPv4    127.0.0.1:49998                127.0.0.1:58972      ESTABLISHED      1496     java.exe       
0x121d90010        TCPv4    127.0.0.1:49998                127.0.0.1:51532      ESTABLISHED      1496     java.exe       
0x121d9f010        TCPv4    127.0.0.1:59353                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121eb0cf0        TCPv4    127.0.0.1:51387                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x121f10330        TCPv4    127.0.0.1:49998                127.0.0.1:49311      ESTABLISHED      1496     java.exe       
0x121f7c770        TCPv4    127.0.0.1:49998                127.0.0.1:54771      ESTABLISHED      1496     java.exe       
0x121f98550        TCPv4    127.0.0.1:49998                127.0.0.1:56933      ESTABLISHED      1496     java.exe       
0x121f98cf0        TCPv4    127.0.0.1:49998                127.0.0.1:55261      ESTABLISHED      1496     java.exe       
0x121fee770        TCPv4    127.0.0.1:49998                127.0.0.1:58135      ESTABLISHED      1496     java.exe       
0x12202acf0        TCPv4    127.0.0.1:49998                127.0.0.1:58006      ESTABLISHED      1496     java.exe       
0x122038cf0        TCPv4    127.0.0.1:65106                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1221117f0        TCPv4    127.0.0.1:51539                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1221a29b0        TCPv4    127.0.0.1:49998                127.0.0.1:51182      ESTABLISHED      1496     java.exe       
0x1221eb4e0        TCPv4    127.0.0.1:49998                127.0.0.1:57431      ESTABLISHED      1496     java.exe       
0x122289600        TCPv4    127.0.0.1:49998                127.0.0.1:52781      ESTABLISHED      1496     java.exe       
0x122289ae0        TCPv4    127.0.0.1:49998                127.0.0.1:52778      ESTABLISHED      1496     java.exe       
0x12238c4e0        TCPv4    127.0.0.1:65041                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12238c9f0        TCPv4    127.0.0.1:49998                127.0.0.1:50654      ESTABLISHED      1496     java.exe       
0x1223d1550        TCPv4    127.0.0.1:62645                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12243e6b0        TCPv4    127.0.0.1:52382                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x12243ecf0        TCPv4    127.0.0.1:52673                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x122459580        TCPv4    127.0.0.1:49998                127.0.0.1:49527      ESTABLISHED      1496     java.exe       
