Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x140fe510         TCPv4    127.0.0.1:51997                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14104010         TCPv4    127.0.0.1:61307                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x141106e0         TCPv4    127.0.0.1:49998                127.0.0.1:59562      ESTABLISHED      1496     java.exe       
0x1411c940         TCPv4    127.0.0.1:61483                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14132a90         TCPv4    127.0.0.1:51337                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1413a6e0         TCPv4    127.0.0.1:53329                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1413acf0         TCPv4    127.0.0.1:49998                127.0.0.1:54705      ESTABLISHED      1496     java.exe       
0x1413ecf0         TCPv4    127.0.0.1:58627                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x141977f0         TCPv4    127.0.0.1:49839                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1425f690         TCPv4    127.0.0.1:57486                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x142819d0         TCPv4    127.0.0.1:57261                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14281cf0         TCPv4    127.0.0.1:49998                127.0.0.1:57011      ESTABLISHED      1496     java.exe       
0x142b0cf0         TCPv4    127.0.0.1:54715                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x142c5080         TCPv4    127.0.0.1:49998                127.0.0.1:57634      ESTABLISHED      1496     java.exe       
0x142c57e0         TCPv4    127.0.0.1:49998                127.0.0.1:57638      ESTABLISHED      1496     java.exe       
0x142e96e0         TCPv4    127.0.0.1:55214                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1432ca50         TCPv4    127.0.0.1:57335                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14384cf0         TCPv4    127.0.0.1:49998                127.0.0.1:60622      ESTABLISHED      1496     java.exe       
0x143bb540         TCPv4    127.0.0.1:49998                127.0.0.1:56413      ESTABLISHED      1496     java.exe       
0x143bba50         TCPv4    127.0.0.1:57952                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x143d9cf0         TCPv4    127.0.0.1:49998                127.0.0.1:64227      ESTABLISHED      1496     java.exe       
0x143f9a50         TCPv4    127.0.0.1:55696                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x143fd730         TCPv4    127.0.0.1:49998                127.0.0.1:62078      ESTABLISHED      1496     java.exe       
0x143fdcf0         TCPv4    127.0.0.1:61431                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14405940         TCPv4    127.0.0.1:49998                127.0.0.1:54908      ESTABLISHED      1496     java.exe       
0x1441c590         TCPv4    127.0.0.1:52971                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x144329d0         TCPv4    127.0.0.1:49998                127.0.0.1:57298      ESTABLISHED      1496     java.exe       
0x14432cf0         TCPv4    127.0.0.1:49998                127.0.0.1:57079      ESTABLISHED      1496     java.exe       
0x1453b010         TCPv4    127.0.0.1:49998                127.0.0.1:59131      ESTABLISHED      1496     java.exe       
0x145d4cf0         TCPv4    127.0.0.1:58558                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x146336b0         TCPv4    127.0.0.1:54920                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x146339d0         TCPv4    127.0.0.1:49998                127.0.0.1:54533      ESTABLISHED      1496     java.exe       
0x14633cf0         TCPv4    127.0.0.1:54262                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x146527b0         TCPv4    127.0.0.1:65098                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x146d27f0         TCPv4    127.0.0.1:49998                127.0.0.1:63833      ESTABLISHED      1496     java.exe       
0x14735010         TCPv4    127.0.0.1:49998                127.0.0.1:51943      ESTABLISHED      1496     java.exe       
0x14790cf0         TCPv4    127.0.0.1:64512                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14811cf0         TCPv4    127.0.0.1:49998                127.0.0.1:65255      ESTABLISHED      1496     java.exe       
0x1481e6c0         TCPv4    127.0.0.1:49998                127.0.0.1:59676      ESTABLISHED      1496     java.exe       
0x148297e0         TCPv4    127.0.0.1:49998                127.0.0.1:52466      ESTABLISHED      1496     java.exe       
0x14829cf0         TCPv4    127.0.0.1:49998                127.0.0.1:53366      ESTABLISHED      1496     java.exe       
0x148330d0         TCPv4    127.0.0.1:49998                127.0.0.1:52787      ESTABLISHED      1496     java.exe       
0x148361d0         TCPv4    127.0.0.1:54463                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1489fcf0         TCPv4    127.0.0.1:56086                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14916010         TCPv4    127.0.0.1:49998                127.0.0.1:61651      ESTABLISHED      1496     java.exe       
0x14916cf0         TCPv4    127.0.0.1:59156                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14949cf0         TCPv4    127.0.0.1:62793                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x149517a0         TCPv4    127.0.0.1:65319                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14987480         TCPv4    127.0.0.1:64623                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14987a90         TCPv4    127.0.0.1:65099                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x149d89f0         TCPv4    127.0.0.1:56925                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x149f19d0         TCPv4    127.0.0.1:49998                127.0.0.1:56983      ESTABLISHED      1496     java.exe       
0x149f1cf0         TCPv4    127.0.0.1:49998                127.0.0.1:56999      ESTABLISHED      1496     java.exe       
0x14a6f010         TCPv4    127.0.0.1:49998                127.0.0.1:52099      ESTABLISHED      1496     java.exe       
0x14aab2d0         TCPv4    127.0.0.1:49998                127.0.0.1:65188      ESTABLISHED      1496     java.exe       
0x14b08010         TCPv4    127.0.0.1:60945                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14b08580         TCPv4    127.0.0.1:49998                127.0.0.1:59353      ESTABLISHED      1496     java.exe       
0x14cd7010         TCPv4    127.0.0.1:49998                127.0.0.1:56095      ESTABLISHED      1496     java.exe       
0x14cf49c0         TCPv4    127.0.0.1:49998                127.0.0.1:57459      ESTABLISHED      1496     java.exe       
0x14d52960         TCPv4    127.0.0.1:49998                127.0.0.1:50406      ESTABLISHED      1496     java.exe       
0x14de0010         TCPv4    127.0.0.1:49998                127.0.0.1:60038      ESTABLISHED      1496     java.exe       
0x14e0e720         TCPv4    127.0.0.1:49998                127.0.0.1:56473      ESTABLISHED      1496     java.exe       
0x14e811e0         TCPv4    127.0.0.1:62232                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14eac3e0         TCPv4    127.0.0.1:63146                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14ed77e0         TCPv4    127.0.0.1:49998                127.0.0.1:50909      ESTABLISHED      1496     java.exe       
0x14ed7cf0         TCPv4    127.0.0.1:49998                127.0.0.1:54620      ESTABLISHED      1496     java.exe       
0x14ef3010         TCPv4    127.0.0.1:54390                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x14f1d010         TCPv4    127.0.0.1:49998                127.0.0.1:64204      ESTABLISHED      1496     java.exe       
0x15065a50         TCPv4    127.0.0.1:56148                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1508d3a0         TCPv4    127.0.0.1:55364                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x150d2010         TCPv4    127.0.0.1:49998                127.0.0.1:60229      ESTABLISHED      1496     java.exe       
0x150d2810         TCPv4    127.0.0.1:49998                127.0.0.1:61447      ESTABLISHED      1496     java.exe       
0x150d2cf0         TCPv4    127.0.0.1:49998                127.0.0.1:60930      ESTABLISHED      1496     java.exe       
0x150d4010         TCPv4    127.0.0.1:49998                127.0.0.1:49391      ESTABLISHED      1496     java.exe       
0x150d4cf0         TCPv4    127.0.0.1:49998                127.0.0.1:49306      ESTABLISHED      1496     java.exe       
0x15187cf0         TCPv4    127.0.0.1:50362                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15197010         TCPv4    127.0.0.1:56292                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x151decf0         TCPv4    127.0.0.1:49998                127.0.0.1:55435      ESTABLISHED      1496     java.exe       
0x15232a50         TCPv4    127.0.0.1:49998                127.0.0.1:55980      ESTABLISHED      1496     java.exe       
0x152b3570         TCPv4    127.0.0.1:49998                127.0.0.1:50268      ESTABLISHED      1496     java.exe       
0x152eacf0         TCPv4    127.0.0.1:54063                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1541c9c0         TCPv4    127.0.0.1:58642                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1541ccf0         TCPv4    127.0.0.1:58841                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1541e7e0         TCPv4    127.0.0.1:52075                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15422010         TCPv4    127.0.0.1:49998                127.0.0.1:59544      ESTABLISHED      1496     java.exe       
0x154229d0         TCPv4    127.0.0.1:49998                127.0.0.1:59527      ESTABLISHED      1496     java.exe       
0x1542b770         TCPv4    127.0.0.1:49998                127.0.0.1:62544      ESTABLISHED      1496     java.exe       
0x1546c490         TCPv4    127.0.0.1:49998                127.0.0.1:53313      ESTABLISHED      1496     java.exe       
0x1548f010         TCPv4    127.0.0.1:49998                127.0.0.1:60133      ESTABLISHED      1496     java.exe       
0x1548fa50         TCPv4    127.0.0.1:59737                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x154d4010         TCPv4    127.0.0.1:49998                127.0.0.1:54721      ESTABLISHED      1496     java.exe       
0x154ef010         TCPv4    127.0.0.1:49998                127.0.0.1:49340      ESTABLISHED      1496     java.exe       
0x15546010         TCPv4    127.0.0.1:49998                127.0.0.1:62817      ESTABLISHED      1496     java.exe       
0x155466e0         TCPv4    127.0.0.1:62632                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15553700         TCPv4    127.0.0.1:49998                127.0.0.1:55189      ESTABLISHED      1496     java.exe       
0x15572010         TCPv4    127.0.0.1:49998                127.0.0.1:53463      ESTABLISHED      1496     java.exe       
0x155726e0         TCPv4    127.0.0.1:52898                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x155ee240         TCPv4    127.0.0.1:49998                127.0.0.1:61914      ESTABLISHED      1496     java.exe       
0x15615010         TCPv4    127.0.0.1:57254                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x156692e0         TCPv4    127.0.0.1:49998                127.0.0.1:53867      ESTABLISHED      1496     java.exe       
0x156eb7f0         TCPv4    127.0.0.1:49998                127.0.0.1:64000      ESTABLISHED      1496     java.exe       
0x156ebcf0         TCPv4    127.0.0.1:49998                127.0.0.1:64076      ESTABLISHED      1496     java.exe       
0x1572e2f0         TCPv4    127.0.0.1:53257                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15746010         TCPv4    127.0.0.1:52784                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15746590         TCPv4    127.0.0.1:49998                127.0.0.1:51951      ESTABLISHED      1496     java.exe       
0x157a0400         TCPv4    127.0.0.1:49998                127.0.0.1:52790      ESTABLISHED      1496     java.exe       
0x157a0cf0         TCPv4    127.0.0.1:53113                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15803010         TCPv4    127.0.0.1:49998                127.0.0.1:49930      ESTABLISHED      1496     java.exe       
0x15803990         TCPv4    127.0.0.1:49998                127.0.0.1:49802      ESTABLISHED      1496     java.exe       
0x15832cf0         TCPv4    127.0.0.1:55442                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1587c010         TCPv4    127.0.0.1:49998                127.0.0.1:61526      ESTABLISHED      1496     java.exe       
0x158b0010         TCPv4    127.0.0.1:49998                127.0.0.1:53975      ESTABLISHED      1496     java.exe       
0x158b0730         TCPv4    127.0.0.1:49998                127.0.0.1:53603      ESTABLISHED      1496     java.exe       
0x15911010         TCPv4    127.0.0.1:52239                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x159113a0         TCPv4    127.0.0.1:49998                127.0.0.1:52206      ESTABLISHED      1496     java.exe       
0x15969010         TCPv4    127.0.0.1:49998                127.0.0.1:51475      ESTABLISHED      1496     java.exe       
0x159719d0         TCPv4    127.0.0.1:50766                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15971cf0         TCPv4    127.0.0.1:49998                127.0.0.1:50774      ESTABLISHED      1496     java.exe       
0x159c67e0         TCPv4    127.0.0.1:49998                127.0.0.1:57996      ESTABLISHED      1496     java.exe       
0x15a73cf0         TCPv4    127.0.0.1:49998                127.0.0.1:62740      ESTABLISHED      1496     java.exe       
0x15b14730         TCPv4    127.0.0.1:49998                127.0.0.1:49178      ESTABLISHED      1496     java.exe       
0x15b14cf0         TCPv4    127.0.0.1:49998                127.0.0.1:64366      ESTABLISHED      1496     java.exe       
0x15b91540         TCPv4    127.0.0.1:49998                127.0.0.1:61257      ESTABLISHED      1496     java.exe       
0x15c5c010         TCPv4    127.0.0.1:60652                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15c5e010         TCPv4    127.0.0.1:49998                127.0.0.1:64965      ESTABLISHED      1496     java.exe       
0x15cbd670         TCPv4    127.0.0.1:49998                127.0.0.1:57167      ESTABLISHED      1496     java.exe       
0x15cbdc30         TCPv4    127.0.0.1:49998                127.0.0.1:57215      ESTABLISHED      1496     java.exe       
0x15d51010         TCPv4    127.0.0.1:49998                127.0.0.1:56989      ESTABLISHED      1496     java.exe       
0x15d65cf0         TCPv4    127.0.0.1:53598                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x15d8baf0         TCPv4    127.0.0.1:49998                127.0.0.1:57777      ESTABLISHED      1496     java.exe       
0x15de92f0         TCPv4    127.0.0.1:49998                127.0.0.1:61418      ESTABLISHED      1496     java.exe       
0x15de9940         TCPv4    127.0.0.1:49998                127.0.0.1:61400      ESTABLISHED      1496     java.exe       
0x15e4c010         TCPv4    127.0.0.1:49998                127.0.0.1:62229      ESTABLISHED      1496     java.exe       
0x15ea2cf0         TCPv4    127.0.0.1:49998                127.0.0.1:52182      ESTABLISHED      1496     java.exe       
0x15f26cf0         TCPv4    127.0.0.1:49998                127.0.0.1:55287      ESTABLISHED      1496     java.exe       
0x15f5c610         TCPv4    127.0.0.1:49998                127.0.0.1:58853      ESTABLISHED      1496     java.exe       
0x15f679b0         TCPv4    127.0.0.1:49998                127.0.0.1:59930      ESTABLISHED      1496     java.exe       
0x15f7c010         TCPv4    127.0.0.1:49998                127.0.0.1:57062      ESTABLISHED      1496     java.exe       
0x15f9a010         TCPv4    127.0.0.1:56805                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1603f010         TCPv4    127.0.0.1:64303                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x160a7010         TCPv4    127.0.0.1:49998                127.0.0.1:53994      ESTABLISHED      1496     java.exe       
0x160bc010         TCPv4    127.0.0.1:50043                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x160f37f0         TCPv4    127.0.0.1:59670                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1611ecf0         TCPv4    127.0.0.1:49998                127.0.0.1:49816      ESTABLISHED      1496     java.exe       
0x1611f320         TCPv4    127.0.0.1:55562                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1611f640         TCPv4    127.0.0.1:49998                127.0.0.1:55565      ESTABLISHED      1496     java.exe       
0x161a33a0         TCPv4    127.0.0.1:52213                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x161a3cf0         TCPv4    127.0.0.1:49998                127.0.0.1:51899      ESTABLISHED      1496     java.exe       
0x161a5010         TCPv4    127.0.0.1:49998                127.0.0.1:52867      ESTABLISHED      1496     java.exe       
0x16213a90         TCPv4    127.0.0.1:52930                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16217cf0         TCPv4    127.0.0.1:55874                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16253cf0         TCPv4    127.0.0.1:56475                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1626c550         TCPv4    127.0.0.1:60174                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16275440         TCPv4    127.0.0.1:49998                127.0.0.1:56871      ESTABLISHED      1496     java.exe       
0x16284770         TCPv4    127.0.0.1:55008                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x162955a0         TCPv4    127.0.0.1:49998                127.0.0.1:51064      ESTABLISHED      1496     java.exe       
0x16399cf0         TCPv4    127.0.0.1:59328                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x163b4400         TCPv4    127.0.0.1:60166                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x163c0cf0         TCPv4    127.0.0.1:55425                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x163f29d0         TCPv4    127.0.0.1:63701                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x163f2cf0         TCPv4    127.0.0.1:63214                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x164939d0         TCPv4    127.0.0.1:62491                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16493cf0         TCPv4    127.0.0.1:49998                127.0.0.1:60477      ESTABLISHED      1496     java.exe       
0x1659c9d0         TCPv4    127.0.0.1:49998                127.0.0.1:65487      ESTABLISHED      1496     java.exe       
0x1659ccf0         TCPv4    127.0.0.1:49998                127.0.0.1:49275      ESTABLISHED      1496     java.exe       
0x165a6010         TCPv4    127.0.0.1:49998                127.0.0.1:55128      ESTABLISHED      1496     java.exe       
0x165e2af0         TCPv4    127.0.0.1:49998                127.0.0.1:51984      ESTABLISHED      1496     java.exe       
0x165eb6b0         TCPv4    127.0.0.1:49998                127.0.0.1:51737      ESTABLISHED      1496     java.exe       
0x1661e010         TCPv4    127.0.0.1:49998                127.0.0.1:50040      ESTABLISHED      1496     java.exe       
0x16626500         TCPv4    127.0.0.1:64778                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16626830         TCPv4    127.0.0.1:49998                127.0.0.1:64805      ESTABLISHED      1496     java.exe       
0x1664fcf0         TCPv4    127.0.0.1:49998                127.0.0.1:60273      ESTABLISHED      1496     java.exe       
0x16662250         TCPv4    127.0.0.1:49998                127.0.0.1:56052      ESTABLISHED      1496     java.exe       
0x166813f0         TCPv4    127.0.0.1:61352                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16696cf0         TCPv4    127.0.0.1:49998                127.0.0.1:51778      ESTABLISHED      1496     java.exe       
0x1674e010         TCPv4    127.0.0.1:60111                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16752600         TCPv4    127.0.0.1:49998                127.0.0.1:63962      ESTABLISHED      1496     java.exe       
0x167694a0         TCPv4    127.0.0.1:50307                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16769cf0         TCPv4    127.0.0.1:49998                127.0.0.1:54935      ESTABLISHED      1496     java.exe       
0x1679acf0         TCPv4    127.0.0.1:49998                127.0.0.1:54063      ESTABLISHED      1496     java.exe       
0x167bb330         TCPv4    127.0.0.1:63611                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x167de930         TCPv4    127.0.0.1:49998                127.0.0.1:62897      ESTABLISHED      1496     java.exe       
0x16808520         TCPv4    127.0.0.1:64167                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16824010         TCPv4    127.0.0.1:49998                127.0.0.1:54759      ESTABLISHED      1496     java.exe       
0x1683ecf0         TCPv4    127.0.0.1:49998                127.0.0.1:61857      ESTABLISHED      1496     java.exe       
0x16887010         TCPv4    127.0.0.1:49998                127.0.0.1:52439      ESTABLISHED      1496     java.exe       
0x168879d0         TCPv4    127.0.0.1:52549                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1689e940         TCPv4    127.0.0.1:49998                127.0.0.1:63477      ESTABLISHED      1496     java.exe       
0x168a0940         TCPv4    127.0.0.1:49998                127.0.0.1:57602      ESTABLISHED      1496     java.exe       
0x168cf7a0         TCPv4    127.0.0.1:49998                127.0.0.1:59147      ESTABLISHED      1496     java.exe       
0x168d0010         TCPv4    127.0.0.1:52972                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16916010         TCPv4    127.0.0.1:49998                127.0.0.1:51897      ESTABLISHED      1496     java.exe       
0x16971cf0         TCPv4    127.0.0.1:49998                127.0.0.1:52916      ESTABLISHED      1496     java.exe       
0x16981010         TCPv4    127.0.0.1:53057                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16a187e0         TCPv4    127.0.0.1:49998                127.0.0.1:65256      ESTABLISHED      1496     java.exe       
0x16a18cf0         TCPv4    127.0.0.1:49218                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16a33730         TCPv4    127.0.0.1:49998                127.0.0.1:59198      ESTABLISHED      1496     java.exe       
0x16ab4530         TCPv4    127.0.0.1:58077                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16b1a3d0         TCPv4    127.0.0.1:49998                127.0.0.1:65038      ESTABLISHED      1496     java.exe       
0x16b27cf0         TCPv4    127.0.0.1:62396                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16b28010         TCPv4    127.0.0.1:49395                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16b28940         TCPv4    127.0.0.1:49682                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16b28cf0         TCPv4    127.0.0.1:49998                127.0.0.1:49383      ESTABLISHED      1496     java.exe       
0x16b31010         TCPv4    127.0.0.1:59334                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16b63590         TCPv4    127.0.0.1:49998                127.0.0.1:59528      ESTABLISHED      1496     java.exe       
0x16b75010         TCPv4    127.0.0.1:57439                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16bc9cf0         TCPv4    127.0.0.1:49998                127.0.0.1:58237      ESTABLISHED      1496     java.exe       
0x16d226e0         TCPv4    127.0.0.1:49998                127.0.0.1:52084      ESTABLISHED      1496     java.exe       
0x16d22cf0         TCPv4    127.0.0.1:49998                127.0.0.1:52910      ESTABLISHED      1496     java.exe       
0x16d2e010         TCPv4    127.0.0.1:49998                127.0.0.1:55585      ESTABLISHED      1496     java.exe       
0x16d35670         TCPv4    127.0.0.1:49998                127.0.0.1:49477      ESTABLISHED      1496     java.exe       
0x16d39010         TCPv4    127.0.0.1:49998                127.0.0.1:51368      ESTABLISHED      1496     java.exe       
0x16d716e0         TCPv4    127.0.0.1:49998                127.0.0.1:65033      ESTABLISHED      1496     java.exe       
0x16dd9010         TCPv4    127.0.0.1:62091                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16dda010         TCPv4    127.0.0.1:49998                127.0.0.1:51627      ESTABLISHED      1496     java.exe       
0x16e08580         TCPv4    127.0.0.1:52889                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16e15930         TCPv4    127.0.0.1:49998                127.0.0.1:50554      ESTABLISHED      1496     java.exe       
0x16e78010         TCPv4    127.0.0.1:49264                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16f94440         TCPv4    127.0.0.1:49998                127.0.0.1:61655      ESTABLISHED      1496     java.exe       
0x16fcc290         TCPv4    127.0.0.1:63456                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x16fcccf0         TCPv4    127.0.0.1:63480                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1700e940         TCPv4    127.0.0.1:49998                127.0.0.1:60779      ESTABLISHED      1496     java.exe       
0x17036010         TCPv4    127.0.0.1:54509                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1706a940         TCPv4    127.0.0.1:63552                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x170a02b0         TCPv4    127.0.0.1:61180                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x170ba010         TCPv4    127.0.0.1:49998                127.0.0.1:54960      ESTABLISHED      1496     java.exe       
0x170f9940         TCPv4    127.0.0.1:64761                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17114650         TCPv4    127.0.0.1:49998                127.0.0.1:59376      ESTABLISHED      1496     java.exe       
0x1711b540         TCPv4    127.0.0.1:55208                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1711d010         TCPv4    127.0.0.1:49998                127.0.0.1:54085      ESTABLISHED      1496     java.exe       
0x17163400         TCPv4    127.0.0.1:58721                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1718c940         TCPv4    127.0.0.1:49998                127.0.0.1:64742      ESTABLISHED      1496     java.exe       
0x17229570         TCPv4    127.0.0.1:49998                127.0.0.1:50391      ESTABLISHED      1496     java.exe       
0x17229890         TCPv4    127.0.0.1:50235                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1724d010         TCPv4    127.0.0.1:64016                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1724d670         TCPv4    127.0.0.1:63232                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x172d67e0         TCPv4    127.0.0.1:53572                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x172d8310         TCPv4    127.0.0.1:57206                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x172d8ab0         TCPv4    127.0.0.1:49998                127.0.0.1:57199      ESTABLISHED      1496     java.exe       
0x172fe010         TCPv4    127.0.0.1:49998                127.0.0.1:59670      ESTABLISHED      1496     java.exe       
0x172fe4e0         TCPv4    127.0.0.1:49998                127.0.0.1:59669      ESTABLISHED      1496     java.exe       
0x1736b7e0         TCPv4    127.0.0.1:49998                127.0.0.1:49764      ESTABLISHED      1496     java.exe       
0x173abcf0         TCPv4    127.0.0.1:61594                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x173f58a0         TCPv4    127.0.0.1:49998                127.0.0.1:62623      ESTABLISHED      1496     java.exe       
0x173f5cf0         TCPv4    127.0.0.1:61912                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1743f010         TCPv4    127.0.0.1:49998                127.0.0.1:63397      ESTABLISHED      1496     java.exe       
0x174d5cf0         TCPv4    127.0.0.1:49998                127.0.0.1:62247      ESTABLISHED      1496     java.exe       
0x174d8940         TCPv4    127.0.0.1:49998                127.0.0.1:51607      ESTABLISHED      1496     java.exe       
0x174db530         TCPv4    127.0.0.1:55824                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x174e67f0         TCPv4    127.0.0.1:56950                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x174ea430         TCPv4    127.0.0.1:49998                127.0.0.1:62462      ESTABLISHED      1496     java.exe       
0x175630e0         TCPv4    127.0.0.1:49998                127.0.0.1:52793      ESTABLISHED      1496     java.exe       
0x1759e270         TCPv4    127.0.0.1:49998                127.0.0.1:54865      ESTABLISHED      1496     java.exe       
0x175fa010         TCPv4    127.0.0.1:55631                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1766f010         TCPv4    127.0.0.1:64069                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1766f730         TCPv4    127.0.0.1:63204                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1768a430         TCPv4    127.0.0.1:58898                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1768a940         TCPv4    127.0.0.1:60698                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1768acf0         TCPv4    127.0.0.1:49998                127.0.0.1:58750      ESTABLISHED      1496     java.exe       
0x17737750         TCPv4    127.0.0.1:61365                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17767ae0         TCPv4    127.0.0.1:53084                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x1782d540         TCPv4    127.0.0.1:60446                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0x17851940         TCPv4    127.0.0.1:58431                127.0.0.1:49998      ESTABLISHED      632      java.exe       
