[x64] Gathering all referenced SSDTs from KeAddSystemServiceTable...
Finding appropriate address space for tables...
SSDT[0] at ffffde4ab2f60000 with 1138 entries
  Entry 0x0000: 0xffffde4ab2f319e6 (stub_UserGetOwnerTransformedMonitorRect) owned by win32k.sys
  Entry 0x0001: 0xffffde4ab2f319ec (stub_UserYieldTask) owned by win32k.sys
  Entry 0x0002: 0xffffde4ab2f319f2 (stub_UserSetSensorPresence) owned by win32k.sys
  Entry 0x0003: 0xffffde4ab2f319f8 (NtUserGetThreadState) owned by win32k.sys
  Entry 0x0004: 0xffffde4ab2f319fe (NtUserPeekMessage) owned by win32k.sys
  Entry 0x0005: 0xffffde4ab2f31a04 (NtUserCallOneParam) owned by win32k.sys
  Entry 0x0006: 0xffffde4ab2f31a0a (NtUserGetKeyState) owned by win32k.sys
  Entry 0x0007: 0xffffde4ab2f31a10 (NtUserInvalidateRect) owned by win32k.sys
  Entry 0x0008: 0xffffde4ab2f31a16 (NtUserCallNoParam) owned by win32k.sys
  Entry 0x0009: 0xffffde4ab2f31a1c (NtUserGetMessage) owned by win32k.sys
  Entry 0x000a: 0xffffde4ab2f31a22 (NtUserMessageCall) owned by win32k.sys
  Entry 0x000b: 0xffffde4ab2f31a28 (NtGdiBitBlt) owned by win32k.sys
  Entry 0x000c: 0xffffde4ab2f31a2e (NtGdiGetCharSet) owned by win32k.sys
  Entry 0x000d: 0xffffde4ab2f31a34 (NtUserGetDC) owned by win32k.sys
  Entry 0x000e: 0xffffde4ab2f31a3a (NtGdiSelectBitmap) owned by win32k.sys
  Entry 0x000f: 0xffffde4ab2f31a40 (NtUserWaitMessage) owned by win32k.sys
  Entry 0x0010: 0xffffde4ab2f31a46 (NtUserTranslateMessage) owned by win32k.sys
  Entry 0x0011: 0xffffde4ab2f31a4c (NtUserGetProp) owned by win32k.sys
  Entry 0x0012: 0xffffde4ab2f31a52 (NtUserPostMessage) owned by win32k.sys
  Entry 0x0013: 0xffffde4ab2f31a58 (NtUserQueryWindow) owned by win32k.sys
  Entry 0x0014: 0xffffde4ab2f31a5e (stub_UserTranslateAccelerator) owned by win32k.sys
  Entry 0x0015: 0xffffde4ab2f31a64 (NtGdiFlush) owned by win32k.sys
  Entry 0x0016: 0xffffde4ab2f31a6a (NtUserRedrawWindow) owned by win32k.sys
  Entry 0x0017: 0xffffde4ab2f31a70 (NtUserWindowFromPoint) owned by win32k.sys
  Entry 0x0018: 0xffffde4ab2f31a76 (NtUserCallMsgFilter) owned by win32k.sys
  Entry 0x0019: 0xffffde4ab2f31a7c (NtUserValidateTimerCallback) owned by win32k.sys
  Entry 0x001a: 0xffffde4ab2f31a82 (NtUserBeginPaint) owned by win32k.sys
  Entry 0x001b: 0xffffde4ab2f31a88 (NtUserSetTimer) owned by win32k.sys
  Entry 0x001c: 0xffffde4ab2f31a8e (NtUserEndPaint) owned by win32k.sys
  Entry 0x001d: 0xffffde4ab2f31a94 (NtUserSetCursor) owned by win32k.sys
  Entry 0x001e: 0xffffde4ab2f31a9a (NtUserKillTimer) owned by win32k.sys
  Entry 0x001f: 0xffffde4ab2f31aa0 (NtUserBuildHwndList) owned by win32k.sys
  Entry 0x0020: 0xffffde4ab2f31aa6 (NtUserSelectPalette) owned by win32k.sys
  Entry 0x0021: 0xffffde4ab2f31aac (NtUserCallNextHookEx) owned by win32k.sys
  Entry 0x0022: 0xffffde4ab2f31ab2 (NtUserHideCaret) owned by win32k.sys
  Entry 0x0023: 0xffffde4ab2f31ab8 (NtGdiIntersectClipRect) owned by win32k.sys
  Entry 0x0024: 0xffffde4ab2f31abe (NtUserCallHwndLock) owned by win32k.sys
  Entry 0x0025: 0xffffde4ab2f31ac4 (NtUserGetProcessWindowStation) owned by win32k.sys
  Entry 0x0026: 0xffffde4ab2f31aca (NtGdiDeleteObjectApp) owned by win32k.sys
  Entry 0x0027: 0xffffde4ab2f31ad0 (NtUserSetWindowPos) owned by win32k.sys
  Entry 0x0028: 0xffffde4ab2f31ad6 (NtUserShowCaret) owned by win32k.sys
  Entry 0x0029: 0xffffde4ab2f31adc (stub_UserEndDeferWindowPosEx) owned by win32k.sys
  Entry 0x002a: 0xffffde4ab2f31ae2 (NtUserCallHwndParamLock) owned by win32k.sys
  Entry 0x002b: 0xffffde4ab2f31ae8 (NtUserVkKeyScanEx) owned by win32k.sys
  Entry 0x002c: 0xffffde4ab2f31aee (NtGdiSetDIBitsToDeviceInternal) owned by win32k.sys
  Entry 0x002d: 0xffffde4ab2f31af4 (NtUserCallTwoParam) owned by win32k.sys
  Entry 0x002e: 0xffffde4ab2f31afa (NtGdiGetRandomRgn) owned by win32k.sys
  Entry 0x002f: 0xffffde4ab2f31b00 (stub_UserCopyAcceleratorTable) owned by win32k.sys
  Entry 0x0030: 0xffffde4ab2f31b06 (NtUserNotifyWinEvent) owned by win32k.sys
  Entry 0x0031: 0xffffde4ab2f31b0c (NtGdiExtSelectClipRgn) owned by win32k.sys
  Entry 0x0032: 0xffffde4ab2f31b12 (NtUserIsClipboardFormatAvailable) owned by win32k.sys
  Entry 0x0033: 0xffffde4ab2f31b18 (NtUserSetScrollInfo) owned by win32k.sys
  Entry 0x0034: 0xffffde4ab2f31b1e (NtGdiStretchBlt) owned by win32k.sys
  Entry 0x0035: 0xffffde4ab2f31b24 (NtUserCreateCaret) owned by win32k.sys
  Entry 0x0036: 0xffffde4ab2f31b2a (NtGdiRectVisible) owned by win32k.sys
  Entry 0x0037: 0xffffde4ab2f31b30 (NtGdiCombineRgn) owned by win32k.sys
  Entry 0x0038: 0xffffde4ab2f31b36 (NtGdiGetDCObject) owned by win32k.sys
  Entry 0x0039: 0xffffde4ab2f31b3c (NtUserDispatchMessage) owned by win32k.sys
  Entry 0x003a: 0xffffde4ab2f31b42 (NtUserRegisterWindowMessage) owned by win32k.sys
  Entry 0x003b: 0xffffde4ab2f31b48 (NtGdiExtTextOutW) owned by win32k.sys
  Entry 0x003c: 0xffffde4ab2f31b4e (NtGdiSelectFont) owned by win32k.sys
  Entry 0x003d: 0xffffde4ab2f31b54 (NtGdiRestoreDC) owned by win32k.sys
