Offset(P)          Name                    PID pslist psscan thrdproc pspcid csrss session deskthrd ExitTime
------------------ -------------------- ------ ------ ------ -------- ------ ----- ------- -------- --------
0x000000013e001600 DumpIt.exe             2540 True   False  False    True   True  True    True     
0x000000013e487740 svchost.exe             956 True   False  False    True   True  True    True     
0x000000013e4e6b10 spoolsv.exe            1104 True   False  False    True   True  True    True     
0x000000013e6d4b10 svchost.exe             844 True   False  False    True   True  True    True     
0x000000013e39c9a0 dllhost.exe            2548 True   False  False    True   True  True    True     
0x000000013e6d6b10 svchost.exe             624 True   False  False    True   True  True    True     
0x000000013dcdbb10 wsmprovhost.ex         1888 True   False  False    True   True  True    True     
0x000000013e2a4b10 svchost.exe            1556 True   False  False    True   True  True    True     
0x000000013e46d930 LogonUI.exe             788 True   False  False    True   True  True    True     
0x000000013e459b10 svchost.exe            1280 True   False  False    True   True  True    True     
0x000000013e72c060 svchost.exe             700 True   False  False    True   True  True    True     
0x000000013e45bb10 taskeng.exe            1512 True   False  False    True   True  True    True     
0x000000013ffff940 svchost.exe            1020 True   False  False    True   True  True    True     
0x000000013e49db10 svchost.exe             908 True   False  False    True   True  True    True     
0x000000013e2f0610 java.exe               2036 True   False  False    True   True  True    True     
0x000000013f941060 conhost.exe            1456 True   False  False    True   True  True    True     
0x000000013e6c0b10 lsass.exe               512 True   False  False    True   True  True    False    
0x000000013e24e600 prunsrv.exe            1620 True   False  False    True   True  True    True     
0x000000013e302b10 WmiPrvSE.exe           1768 True   False  False    True   True  True    True     
0x000000013eee3b10 svchost.exe             576 True   False  False    True   True  True    True     
0x000000013e6b5b10 services.exe            480 True   False  False    True   True  True    False    
0x000000013e4e4b10 svchost.exe            1132 True   False  False    True   True  True    True     
0x000000013efb7060 VGAuthService.         1740 True   False  False    True   True  True    True     
0x000000013e980060 wininit.exe             396 True   False  False    True   True  True    True     
0x000000013e234b10 conhost.exe            1664 True   False  False    True   True  True    True     
0x000000013e864b10 vmtoolsd.exe           1860 True   False  False    True   True  True    True     
0x000000013e45eb10 svchost.exe             768 True   False  False    True   True  True    True     
0x000000013e3c5570 GoogleUpdate.e         2912 True   False  False    True   True  True    True     
0x000000013e6b09c0 winlogon.exe            460 True   False  False    True   True  True    True     
0x000000013e3e75a0 msdtc.exe              2824 True   False  False    True   True  True    True     
0x000000013e6cab10 lsm.exe                 520 True   False  False    True   True  True    True     
0x000000013e49a2e0 svchost.exe             868 True   False  False    True   True  True    True     
0x000000013ef0b040 smss.exe                240 True   False  False    True   False False   False    
0x000000013fec8820 System                    4 True   False  False    True   False False   False    
0x000000013e9b29b0 csrss.exe               344 True   False  False    True   False True    True     
0x000000013fceeb10 systeminfo.exe         1960 True   False  False    True   False True    False    2019-09-18 17:17:14 UTC+0000
0x000000013fb61b10 HOSTNAME.EXE           2496 True   False  False    True   False True    False    2019-09-18 17:15:00 UTC+0000
0x000000013efa8b10 csrss.exe               408 True   False  False    True   False True    True     
