[x64] Gathering all referenced SSDTs from KeAddSystemServiceTable...
Finding appropriate address space for tables...
SSDT[0] at ffff82c7f7340000 with 1138 entries
  Entry 0x0000: 0xffff82c7f73119e6 (stub_UserGetOwnerTransformedMonitorRect) owned by win32k.sys
  Entry 0x0001: 0xffff82c7f73119ec (stub_UserYieldTask) owned by win32k.sys
  Entry 0x0002: 0xffff82c7f73119f2 (stub_UserSetSensorPresence) owned by win32k.sys
  Entry 0x0003: 0xffff82c7f73119f8 (NtUserGetThreadState) owned by win32k.sys
  Entry 0x0004: 0xffff82c7f73119fe (NtUserPeekMessage) owned by win32k.sys
  Entry 0x0005: 0xffff82c7f7311a04 (NtUserCallOneParam) owned by win32k.sys
  Entry 0x0006: 0xffff82c7f7311a0a (NtUserGetKeyState) owned by win32k.sys
  Entry 0x0007: 0xffff82c7f7311a10 (NtUserInvalidateRect) owned by win32k.sys
  Entry 0x0008: 0xffff82c7f7311a16 (NtUserCallNoParam) owned by win32k.sys
  Entry 0x0009: 0xffff82c7f7311a1c (NtUserGetMessage) owned by win32k.sys
  Entry 0x000a: 0xffff82c7f7311a22 (NtUserMessageCall) owned by win32k.sys
  Entry 0x000b: 0xffff82c7f7311a28 (NtGdiBitBlt) owned by win32k.sys
  Entry 0x000c: 0xffff82c7f7311a2e (NtGdiGetCharSet) owned by win32k.sys
  Entry 0x000d: 0xffff82c7f7311a34 (NtUserGetDC) owned by win32k.sys
  Entry 0x000e: 0xffff82c7f7311a3a (NtGdiSelectBitmap) owned by win32k.sys
  Entry 0x000f: 0xffff82c7f7311a40 (NtUserWaitMessage) owned by win32k.sys
  Entry 0x0010: 0xffff82c7f7311a46 (NtUserTranslateMessage) owned by win32k.sys
  Entry 0x0011: 0xffff82c7f7311a4c (NtUserGetProp) owned by win32k.sys
  Entry 0x0012: 0xffff82c7f7311a52 (NtUserPostMessage) owned by win32k.sys
  Entry 0x0013: 0xffff82c7f7311a58 (NtUserQueryWindow) owned by win32k.sys
  Entry 0x0014: 0xffff82c7f7311a5e (stub_UserTranslateAccelerator) owned by win32k.sys
  Entry 0x0015: 0xffff82c7f7311a64 (NtGdiFlush) owned by win32k.sys
  Entry 0x0016: 0xffff82c7f7311a6a (NtUserRedrawWindow) owned by win32k.sys
  Entry 0x0017: 0xffff82c7f7311a70 (NtUserWindowFromPoint) owned by win32k.sys
  Entry 0x0018: 0xffff82c7f7311a76 (NtUserCallMsgFilter) owned by win32k.sys
  Entry 0x0019: 0xffff82c7f7311a7c (NtUserValidateTimerCallback) owned by win32k.sys
  Entry 0x001a: 0xffff82c7f7311a82 (NtUserBeginPaint) owned by win32k.sys
  Entry 0x001b: 0xffff82c7f7311a88 (NtUserSetTimer) owned by win32k.sys
  Entry 0x001c: 0xffff82c7f7311a8e (NtUserEndPaint) owned by win32k.sys
  Entry 0x001d: 0xffff82c7f7311a94 (NtUserSetCursor) owned by win32k.sys
  Entry 0x001e: 0xffff82c7f7311a9a (NtUserKillTimer) owned by win32k.sys
  Entry 0x001f: 0xffff82c7f7311aa0 (NtUserBuildHwndList) owned by win32k.sys
  Entry 0x0020: 0xffff82c7f7311aa6 (NtUserSelectPalette) owned by win32k.sys
  Entry 0x0021: 0xffff82c7f7311aac (NtUserCallNextHookEx) owned by win32k.sys
  Entry 0x0022: 0xffff82c7f7311ab2 (NtUserHideCaret) owned by win32k.sys
  Entry 0x0023: 0xffff82c7f7311ab8 (NtGdiIntersectClipRect) owned by win32k.sys
  Entry 0x0024: 0xffff82c7f7311abe (NtUserCallHwndLock) owned by win32k.sys
  Entry 0x0025: 0xffff82c7f7311ac4 (NtUserGetProcessWindowStation) owned by win32k.sys
  Entry 0x0026: 0xffff82c7f7311aca (NtGdiDeleteObjectApp) owned by win32k.sys
  Entry 0x0027: 0xffff82c7f7311ad0 (NtUserSetWindowPos) owned by win32k.sys
  Entry 0x0028: 0xffff82c7f7311ad6 (NtUserShowCaret) owned by win32k.sys
  Entry 0x0029: 0xffff82c7f7311adc (stub_UserEndDeferWindowPosEx) owned by win32k.sys
  Entry 0x002a: 0xffff82c7f7311ae2 (NtUserCallHwndParamLock) owned by win32k.sys
  Entry 0x002b: 0xffff82c7f7311ae8 (NtUserVkKeyScanEx) owned by win32k.sys
  Entry 0x002c: 0xffff82c7f7311aee (NtGdiSetDIBitsToDeviceInternal) owned by win32k.sys
  Entry 0x002d: 0xffff82c7f7311af4 (NtUserCallTwoParam) owned by win32k.sys
  Entry 0x002e: 0xffff82c7f7311afa (NtGdiGetRandomRgn) owned by win32k.sys
  Entry 0x002f: 0xffff82c7f7311b00 (stub_UserCopyAcceleratorTable) owned by win32k.sys
  Entry 0x0030: 0xffff82c7f7311b06 (NtUserNotifyWinEvent) owned by win32k.sys
  Entry 0x0031: 0xffff82c7f7311b0c (NtGdiExtSelectClipRgn) owned by win32k.sys
  Entry 0x0032: 0xffff82c7f7311b12 (NtUserIsClipboardFormatAvailable) owned by win32k.sys
  Entry 0x0033: 0xffff82c7f7311b18 (NtUserSetScrollInfo) owned by win32k.sys
  Entry 0x0034: 0xffff82c7f7311b1e (NtGdiStretchBlt) owned by win32k.sys
  Entry 0x0035: 0xffff82c7f7311b24 (NtUserCreateCaret) owned by win32k.sys
  Entry 0x0036: 0xffff82c7f7311b2a (NtGdiRectVisible) owned by win32k.sys
  Entry 0x0037: 0xffff82c7f7311b30 (NtGdiCombineRgn) owned by win32k.sys
  Entry 0x0038: 0xffff82c7f7311b36 (NtGdiGetDCObject) owned by win32k.sys
  Entry 0x0039: 0xffff82c7f7311b3c (NtUserDispatchMessage) owned by win32k.sys
  Entry 0x003a: 0xffff82c7f7311b42 (NtUserRegisterWindowMessage) owned by win32k.sys
  Entry 0x003b: 0xffff82c7f7311b48 (NtGdiExtTextOutW) owned by win32k.sys
  Entry 0x003c: 0xffff82c7f7311b4e (NtGdiSelectFont) owned by win32k.sys
  Entry 0x003d: 0xffff82c7f7311b54 (NtGdiRestoreDC) owned by win32k.sys
  Entry 0x003e: 0xffff82c7f7311b5a (NtGdiSaveDC) owned by win32k.sys
  Entry 0x003f: 0xffff82c7f7311b60 (NtUserGetForegroundWindow) owned by win32k.sys
  Entry 0x0040: 0xffff82c7f7311b66 (stub_UserShowScrollBar) owned by win32k.sys
  Entry 0x0041: 0xffff82c7f7311b6c (NtUserFindExistingCursorIcon) owned by win32k.sys
  Entry 0x0042: 0xffff82c7f7311b72 (NtGdiGetDCDword) owned by win32k.sys
  Entry 0x0043: 0xffff82c7f7311b78 (NtGdiGetRegionData) owned by win32k.sys
  Entry 0x0044: 0xffff82c7f7311b7e (NtGdiLineTo) owned by win32k.sys
  Entry 0x0045: 0xffff82c7f7311b84 (NtUserSystemParametersInfo) owned by win32k.sys
  Entry 0x0046: 0xffff82c7f7311b8a (NtGdiGetAppClipBox) owned by win32k.sys
